antecedents_str,consequents_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
royal-recruits-ev1,OUTCOME=LOSS,0.054761137949543744,0.5427173103521651,1.0854346207043302,0.004310252281266774,1.0934155421126104,0.10090177133655394,0.5
"flying-machine, royal-recruits-ev1",OUTCOME=LOSS,0.029500805152979065,0.5412645262950562,1.0825290525901123,0.0022490606548577555,1.0899527694289395,0.05450348899624262,0.5
"archers-ev1, arrows",OUTCOME=LOSS,0.012098765432098766,0.5407869481765835,1.081573896353167,0.0009125067096081591,1.0888192267502612,0.022372517444981213,0.5
skeleton-barrel,OUTCOME=LOSS,0.019957058507783145,0.5405641174760105,1.081128234952021,0.001497584541062802,1.0882911392405064,0.036918947933440686,0.5
"fisherman, lightning, the-log",OUTCOME=LOSS,0.012313472893183039,0.5405278039585297,1.0810556079170595,0.0009232420826623729,1.0882051282051284,0.02278046162104133,0.5
"arrows, goblin-gang, royal-recruits-ev1",OUTCOME=LOSS,0.01961352657004831,0.5403726708074534,1.0807453416149069,0.0014653784219001605,1.087837837837838,0.0362962962962963,0.5
"arrows, barbarian-barrel",OUTCOME=LOSS,0.020214707461084273,0.5400057355893318,1.0800114711786637,0.001497584541062802,1.0869700748129676,0.03743424584004294,0.5
giant,OUTCOME=LOSS,0.0228341384863124,0.539436976921126,1.078873953842252,0.0016693505099302196,1.0856277533039647,0.04232957595276436,0.5
"firecracker-ev1, hog-rider",OUTCOME=LOSS,0.01958132045088567,0.5391664203369789,1.0783328406739578,0.0014224369296833052,1.0849903784477226,0.036317767042404726,0.5
"arrows, royal-recruits-ev1",OUTCOME=LOSS,0.046806226516371445,0.5390035851155891,1.0780071702311782,0.0033870101986043996,1.0846071332796998,0.08683843263553409,0.5
"earthquake, firecracker-ev1, the-log",OUTCOME=LOSS,0.014836285560923241,0.5387914230019493,1.0775828460038985,0.001068169618894256,1.0841081994928148,0.02753623188405797,0.5
"boss-bandit, goblin-gang",OUTCOME=LOSS,0.011798174986580784,0.5387254901960785,1.077450980392157,0.0008480944712828779,1.0839532412327313,0.021900161030595812,0.5
"lightning, royal-giant-ev1, the-log",OUTCOME=LOSS,0.012710681696188943,0.5386715195632393,1.0773430391264787,0.0009125067096081591,1.0838264299802762,0.023596349973161568,0.5
"goblin-gang, royal-recruits-ev1, wall-breakers-ev1",OUTCOME=LOSS,0.01166935050993022,0.5386521308225966,1.077304261645193,0.0008373590982286624,1.0837808807733618,0.021663982823403115,0.5
"knight-ev1, poison",OUTCOME=LOSS,0.011035963499731617,0.5385018334206392,1.0770036668412784,0.0007890499194847037,1.0834279228149832,0.020493827160493826,0.5
"arrows, boss-bandit",OUTCOME=LOSS,0.017305421363392377,0.5380507343124166,1.0761014686248331,0.0012238325281803547,1.0823699421965318,0.032163177670424044,0.5
"electro-spirit, fisherman, lightning",OUTCOME=LOSS,0.01225979602791197,0.5376647834274952,1.0753295668549905,0.00085882984433709,1.0814663951120163,0.02280193236714976,0.5
"earthquake, hog-rider",OUTCOME=LOSS,0.016253354804079443,0.5374511892083778,1.0749023784167555,0.001132581857219539,1.0809669992325404,0.030241545893719808,0.5
"earthquake, hog-rider, the-log",OUTCOME=LOSS,0.015534084809447127,0.5371195248700816,1.0742390497401633,0.001073537305421363,1.0801924619085805,0.02892109500805153,0.5
earthquake,OUTCOME=LOSS,0.02463768115942029,0.5368421052631579,1.0736842105263158,0.0016908212560386472,1.0795454545454546,0.04589371980676329,0.5
"earthquake, hog-rider, skeletons",OUTCOME=LOSS,0.011819645732689212,0.5362883584997564,1.0725767169995128,0.0007997852925389157,1.0782563025210083,0.02203972088030059,0.5
royal-hogs,OUTCOME=LOSS,0.039581320450885665,0.5359790667248147,1.0719581334496293,0.0026570048309178737,1.0775375939849625,0.07384863123993558,0.5
"fisherman, lightning, royal-giant-ev1",OUTCOME=LOSS,0.013054213633923778,0.5359189070074922,1.0718378140149845,0.0008749329039184107,1.077397910731244,0.024358561460010735,0.5
"electro-spirit, lightning, the-log",OUTCOME=LOSS,0.012281266774020397,0.5358313817330211,1.0716627634660423,0.0008212560386473434,1.077194752774975,0.022920021470746108,0.5
"earthquake, firecracker-ev1, hog-rider",OUTCOME=LOSS,0.014374664519592056,0.5358143257302921,1.0716286514605842,0.0009608158883521196,1.077155172413793,0.026827697262479872,0.5
"boss-bandit, the-log",OUTCOME=LOSS,0.02079441760601181,0.535674778761062,1.071349557522124,0.0013848631239935585,1.0768314472900535,0.0388191089640365,0.5
"royal-recruits-ev1, wall-breakers-ev1",OUTCOME=LOSS,0.012453032742887815,0.5355493998153278,1.0710987996306556,0.0008266237251744486,1.0765407554671969,0.023252818035426732,0.5
"monk, the-log",OUTCOME=LOSS,0.014750402576489532,0.5348384585441806,1.069676917088361,0.0009608158883521196,1.0748953974895397,0.027579173376274826,0.5
"earthquake, firecracker-ev1, skeletons",OUTCOME=LOSS,0.011154052603327965,0.5344650205761317,1.0689300411522633,0.0007192699946323121,1.0740331491712707,0.020869565217391306,0.5
"hog-rider, skeletons",OUTCOME=LOSS,0.02195383789586688,0.5342215256008359,1.0684430512016718,0.0014063338701019862,1.0734716769489623,0.04109500805152979,0.5
"goblin-gang, skeleton-barrel",OUTCOME=LOSS,0.01391304347826087,0.5342126957955482,1.0684253915910964,0.0008910359634997315,1.0734513274336281,0.026044015029522277,0.5
"arrows, flying-machine, royal-recruits-ev1",OUTCOME=LOSS,0.026129898013955984,0.5341233267500548,1.0682466535001096,0.0016693505099302196,1.0732454074422986,0.04892109500805153,0.5
"firecracker-ev1, hog-rider, skeletons",OUTCOME=LOSS,0.012216854535695116,0.5340215861098077,1.0680431722196153,0.0007783145464304898,1.0730110775427997,0.022877079978529252,0.5
hog-rider,OUTCOME=LOSS,0.04263016639828234,0.5339518623100713,1.0679037246201426,0.0027106816961889463,1.072850548182343,0.07983896940418679,0.5
"firecracker-ev1, hog-rider, the-log",OUTCOME=LOSS,0.016972624798711755,0.5339412360688957,1.0678824721377913,0.0010789049919484699,1.0728260869565218,0.03178743961352657,0.5
"arrows, royal-recruits-ev1, wall-breakers-ev1",OUTCOME=LOSS,0.011422436929683307,0.5338685398896137,1.0677370797792274,0.0007246376811594207,1.0726587728740582,0.021395598497047773,0.5
"lightning, royal-giant-ev1",OUTCOME=LOSS,0.01411701556629093,0.5328200972447327,1.0656401944894653,0.0008695652173913056,1.0702515177797054,0.026494900697799247,0.5
"electro-spirit, lightning, royal-giant-ev1",OUTCOME=LOSS,0.012538915727321524,0.5323609845031905,1.064721969006381,0.0007622114868491674,1.0692007797270955,0.023553408480944713,0.5
"hog-rider, skeletons, the-log",OUTCOME=LOSS,0.02106280193236715,0.5319956616052061,1.0639913232104121,0.00126677402039721,1.0683661645422944,0.03959205582393988,0.5
"earthquake, the-log",OUTCOME=LOSS,0.022683843263553407,0.5314386317907445,1.062877263581489,0.0013419216317767033,1.0670960815888353,0.04268384326355341,0.5
"hunter-ev1, monk",OUTCOME=LOSS,0.013387010198604402,0.5313165743502344,1.0626331487004688,0.0007890499194847019,1.0668181818181819,0.0251959205582394,0.5
"graveyard, knight-ev1",OUTCOME=LOSS,0.010799785292538916,0.5308707124010554,1.0617414248021109,0.0006280193236714981,1.065804274465692,0.020343531937734836,0.5
"arrows, guards",OUTCOME=LOSS,0.03434245840042942,0.5300745650372826,1.0601491300745651,0.0019484702093397754,1.0639985895627646,0.06478797638217929,0.5
"hog-rider, ice-spirit-ev1, skeletons",OUTCOME=LOSS,0.01269994632313473,0.5295434198746642,1.0590868397493285,0.0007085346215781,1.0627973358705993,0.02398282340311326,0.5
"flying-machine, goblin-cage-ev1",OUTCOME=LOSS,0.02508856682769726,0.529451744449479,1.058903488898958,0.0013955984970477724,1.0625902744342803,0.04738593666129898,0.5
"firecracker-ev1, skeletons",OUTCOME=LOSS,0.01509393451422437,0.5291682348513361,1.0583364697026723,0.0008319914117015572,1.0619504396482815,0.028523886205045625,0.5
"barbarian-barrel, goblin-cage-ev1",OUTCOME=LOSS,0.02168545356951154,0.5289342759884786,1.0578685519769573,0.0011862587224906046,1.0614230127848805,0.04099838969404187,0.5
"arrows, skeleton-king",OUTCOME=LOSS,0.02133118625872249,0.528738690792975,1.05747738158595,0.0011594202898550718,1.0609824957651044,0.040343531937734836,0.5
electro-dragon-ev1,OUTCOME=LOSS,0.023682232957595275,0.5286364725617062,1.0572729451234124,0.001282877079978529,1.0607524148449414,0.04479871175523349,0.5
"hunter-ev1, monk, the-log",OUTCOME=LOSS,0.011884057971014493,0.5281488549618321,1.0562977099236641,0.000633387010198605,1.0596562184024267,0.022501341921631775,0.5
"graveyard, poison",OUTCOME=LOSS,0.013290391841116479,0.5274818917767362,1.0549637835534724,0.0006924315619967793,1.0581605049594227,0.0251959205582394,0.5
